Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga tōnuitanga ,Ērā atu hinonga Māori - Aua,Ōrau,6,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga rekureihana kāwanatanga,Ērā atu hinonga Māori - Aua,Ōrau,3,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā kirimana ki ngā uniana,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,75,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te pupuru i ngā kaimahi he uaua ki te whakakapi,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,4,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te whakataetae ki ētahi atu kamupene mō ngā kaimahi,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,16,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki ngā āhuatanga umanga,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,9,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te rangirua o ngā āhuatanga pakihi,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,21,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki te hiahia ki ngā hua,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,34,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga tōnuitanga ,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,28,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga rekureihana kāwanatanga,Ngā umanga katoa o Aotearoa - Kāore i hirahira,Ōrau,30,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā kirimana ki ngā uniana,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,5,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te pupuru i ngā kaimahi he uaua ki te whakakapi,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,19,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te whakataetae ki ētahi atu kamupene mō ngā kaimahi,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,33,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki ngā āhuatanga umanga,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,41,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te rangirua o ngā āhuatanga pakihi,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,41,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki te hiahia ki ngā hua,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,36,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga tōnuitanga ,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,39,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga rekureihana kāwanatanga,Ngā umanga katoa o Aotearoa - Āhua hirahira tonu,Ōrau,27,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā kirimana ki ngā uniana,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,4,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te pupuru i ngā kaimahi he uaua ki te whakakapi,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,74,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te whakataetae ki ētahi atu kamupene mō ngā kaimahi,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,45,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki ngā āhuatanga umanga,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,44,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te rangirua o ngā āhuatanga pakihi,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,29,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki te hiahia ki ngā hua,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,22,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga tōnuitanga ,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,26,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga rekureihana kāwanatanga,Ngā umanga katoa o Aotearoa - Tino hira,Ōrau,34,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā kirimana ki ngā uniana,Ngā umanga katoa o Aotearoa - Aua,Ōrau,15,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te pupuru i ngā kaimahi he uaua ki te whakakapi,Ngā umanga katoa o Aotearoa - Aua,Ōrau,3,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te whakataetae ki ētahi atu kamupene mō ngā kaimahi,Ngā umanga katoa o Aotearoa - Aua,Ōrau,5,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki ngā āhuatanga umanga,Ngā umanga katoa o Aotearoa - Aua,Ōrau,6,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Te rangirua o ngā āhuatanga pakihi,Ngā umanga katoa o Aotearoa - Aua,Ōrau,10,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga ki te hiahia ki ngā hua,Ngā umanga katoa o Aotearoa - Aua,Ōrau,8,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga tōnuitanga ,Ngā umanga katoa o Aotearoa - Aua,Ōrau,8,2022
Ripanga 26,"Te hira o ngā āhuatanga mō te whakatauranga utu, utu ā-tau hoki mō ngā kaimahi o ngā umanga, i roto i ngā tau ahumoni e rua ka hipa ake nei ",Mā te momo umanga,Ngā panonitanga rekureihana kāwanatanga,Ngā umanga katoa o Aotearoa - Aua,Ōrau,8,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ngā uepū Māori - Whakaheke,Ōrau,0,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ngā uepū Māori - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ngā uepū Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ngā uepū Māori - Whakaheke,Ōrau,0,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ngā uepū Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ngā uepū Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ngā uepū Māori - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ngā uepū Māori - I noho taurite tonu,Ōrau,69,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ngā uepū Māori - I noho taurite tonu,Ōrau,73,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ngā uepū Māori - I noho taurite tonu,Ōrau,68,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ngā uepū Māori - I noho taurite tonu,Ōrau,59,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ngā uepū Māori - I noho taurite tonu,Ōrau,79,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ngā uepū Māori - I noho taurite tonu,Ōrau,67,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ngā uepū Māori - I noho taurite tonu,Ōrau,70,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ngā uepū Māori - Whakapiki,Ōrau,24,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ngā uepū Māori - Whakapiki,Ōrau,19,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ngā uepū Māori - Whakapiki,Ōrau,25,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ngā uepū Māori - Whakapiki,Ōrau,36,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ngā uepū Māori - Whakapiki,Ōrau,14,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ngā uepū Māori - Whakapiki,Ōrau,10,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ngā uepū Māori - Whakapiki,Ōrau,15,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ngā uepū Māori - Aua,Ōrau,7,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ngā uepū Māori - Aua,Ōrau,7,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ngā uepū Māori - Aua,Ōrau,4,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ngā uepū Māori - Aua,Ōrau,5,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ngā uepū Māori - Aua,Ōrau,5,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ngā uepū Māori - Aua,Ōrau,21,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ngā uepū Māori - Aua,Ōrau,14,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ērā atu hinonga Māori - Whakaheke,Ōrau,0,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ērā atu hinonga Māori - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ērā atu hinonga Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ērā atu hinonga Māori - Whakaheke,Ōrau,0,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ērā atu hinonga Māori - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ērā atu hinonga Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ērā atu hinonga Māori - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,63,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,68,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,62,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,38,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,70,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,65,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ērā atu hinonga Māori - I noho taurite tonu,Ōrau,64,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ērā atu hinonga Māori - Whakapiki,Ōrau,23,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ērā atu hinonga Māori - Whakapiki,Ōrau,25,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ērā atu hinonga Māori - Whakapiki,Ōrau,26,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ērā atu hinonga Māori - Whakapiki,Ōrau,56,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ērā atu hinonga Māori - Whakapiki,Ōrau,24,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ērā atu hinonga Māori - Whakapiki,Ōrau,10,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ērā atu hinonga Māori - Whakapiki,Ōrau,14,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ērā atu hinonga Māori - Aua,Ōrau,13,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ērā atu hinonga Māori - Aua,Ōrau,7,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ērā atu hinonga Māori - Aua,Ōrau,9,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ērā atu hinonga Māori - Aua,Ōrau,5,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ērā atu hinonga Māori - Aua,Ōrau,5,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ērā atu hinonga Māori - Aua,Ōrau,23,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ērā atu hinonga Māori - Aua,Ōrau,20,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i te wāhi mahi,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Te kōwhiringa a te kaimahi i ngā hāora mahi,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā whāinga wāhi ki te whakangungu,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,4,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā āheinga hararei māuiuitanga,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,0,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,"Ngā āheinga hararei ā-tau, kōwhiri noa rānei",Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,1,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i āwhinatia e te kaituku mahi,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,2,2022
Ripanga 27,"Ngā panonitanga ki ngā āhuatanga ehara i te utu kaimahi, i roto i ngā tau ahumoni e rua ka hipa ake nei",Mā te momo umanga,Ngā painga i horaina e te kaituku mahi,Ngā umanga katoa o Aotearoa - Whakaheke,Ōrau,1,2022
