Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,Other Maori enterprises - Moderately important,Percent,7,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,Other Maori enterprises - Moderately important,Percent,18,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,Other Maori enterprises - Moderately important,Percent,31,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,Other Maori enterprises - Moderately important,Percent,35,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,Other Maori enterprises - Moderately important,Percent,40,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,Other Maori enterprises - Moderately important,Percent,32,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,Other Maori enterprises - Moderately important,Percent,35,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,Other Maori enterprises - Moderately important,Percent,25,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,Other Maori enterprises - Very important,Percent,5,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,Other Maori enterprises - Very important,Percent,75,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,Other Maori enterprises - Very important,Percent,46,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,Other Maori enterprises - Very important,Percent,53,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,Other Maori enterprises - Very important,Percent,32,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,Other Maori enterprises - Very important,Percent,30,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,Other Maori enterprises - Very important,Percent,33,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,Other Maori enterprises - Very important,Percent,42,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,Other Maori enterprises - Don't know,Percent,13,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,Other Maori enterprises - Don't know,Percent,2,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,Other Maori enterprises - Don't know,Percent,4,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,Other Maori enterprises - Don't know,Percent,3,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,Other Maori enterprises - Don't know,Percent,6,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,Other Maori enterprises - Don't know,Percent,6,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,Other Maori enterprises - Don't know,Percent,6,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,Other Maori enterprises - Don't know,Percent,3,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,All New Zealand businesses - Not important,Percent,75,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,All New Zealand businesses - Not important,Percent,4,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,All New Zealand businesses - Not important,Percent,16,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,All New Zealand businesses - Not important,Percent,9,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,All New Zealand businesses - Not important,Percent,21,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,All New Zealand businesses - Not important,Percent,34,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,All New Zealand businesses - Not important,Percent,28,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,All New Zealand businesses - Not important,Percent,30,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,All New Zealand businesses - Moderately important,Percent,5,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,All New Zealand businesses - Moderately important,Percent,19,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,All New Zealand businesses - Moderately important,Percent,33,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,All New Zealand businesses - Moderately important,Percent,41,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,All New Zealand businesses - Moderately important,Percent,41,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,All New Zealand businesses - Moderately important,Percent,36,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,All New Zealand businesses - Moderately important,Percent,39,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,All New Zealand businesses - Moderately important,Percent,27,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,All New Zealand businesses - Very important,Percent,4,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,All New Zealand businesses - Very important,Percent,74,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,All New Zealand businesses - Very important,Percent,45,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,All New Zealand businesses - Very important,Percent,44,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,All New Zealand businesses - Very important,Percent,29,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,All New Zealand businesses - Very important,Percent,22,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,All New Zealand businesses - Very important,Percent,26,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,All New Zealand businesses - Very important,Percent,34,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Agreements with unions,All New Zealand businesses - Don't know,Percent,15,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Retaining hard-to-replace workers,All New Zealand businesses - Don't know,Percent,3,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Competing with other firms for staff,All New Zealand businesses - Don't know,Percent,5,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in business conditions,All New Zealand businesses - Don't know,Percent,6,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Uncertainty about business conditions,All New Zealand businesses - Don't know,Percent,10,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in product demand,All New Zealand businesses - Don't know,Percent,8,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in productivity,All New Zealand businesses - Don't know,Percent,8,2022
Table 26,Importance of considerations in setting wages and salaries for businesses' employees over the last 2 financial years,By business type,Changes in government regulations,All New Zealand businesses - Don't know,Percent,8,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Maori authorities - Decreased,Percent,0,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Maori authorities - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Maori authorities - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Maori authorities - Decreased,Percent,0,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Maori authorities - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Maori authorities - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Maori authorities - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Maori authorities - Stayed the same,Percent,69,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Maori authorities - Stayed the same,Percent,73,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Maori authorities - Stayed the same,Percent,68,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Maori authorities - Stayed the same,Percent,59,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Maori authorities - Stayed the same,Percent,79,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Maori authorities - Stayed the same,Percent,67,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Maori authorities - Stayed the same,Percent,70,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Maori authorities - Increased,Percent,24,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Maori authorities - Increased,Percent,19,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Maori authorities - Increased,Percent,25,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Maori authorities - Increased,Percent,36,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Maori authorities - Increased,Percent,14,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Maori authorities - Increased,Percent,10,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Maori authorities - Increased,Percent,15,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Maori authorities - Don't know,Percent,7,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Maori authorities - Don't know,Percent,7,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Maori authorities - Don't know,Percent,4,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Maori authorities - Don't know,Percent,5,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Maori authorities - Don't know,Percent,5,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Maori authorities - Don't know,Percent,21,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Maori authorities - Don't know,Percent,14,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Other Maori enterprises - Decreased,Percent,0,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Other Maori enterprises - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Other Maori enterprises - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Other Maori enterprises - Decreased,Percent,0,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Other Maori enterprises - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Other Maori enterprises - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Other Maori enterprises - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Other Maori enterprises - Stayed the same,Percent,63,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Other Maori enterprises - Stayed the same,Percent,68,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Other Maori enterprises - Stayed the same,Percent,62,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Other Maori enterprises - Stayed the same,Percent,38,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Other Maori enterprises - Stayed the same,Percent,70,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Other Maori enterprises - Stayed the same,Percent,65,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Other Maori enterprises - Stayed the same,Percent,64,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Other Maori enterprises - Increased,Percent,23,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Other Maori enterprises - Increased,Percent,25,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Other Maori enterprises - Increased,Percent,26,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Other Maori enterprises - Increased,Percent,56,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Other Maori enterprises - Increased,Percent,24,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Other Maori enterprises - Increased,Percent,10,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Other Maori enterprises - Increased,Percent,14,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,Other Maori enterprises - Don't know,Percent,13,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,Other Maori enterprises - Don't know,Percent,7,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,Other Maori enterprises - Don't know,Percent,9,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,Other Maori enterprises - Don't know,Percent,5,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,Other Maori enterprises - Don't know,Percent,5,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,Other Maori enterprises - Don't know,Percent,23,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,Other Maori enterprises - Don't know,Percent,20,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,All New Zealand businesses - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,All New Zealand businesses - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,All New Zealand businesses - Decreased,Percent,4,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,All New Zealand businesses - Decreased,Percent,0,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,All New Zealand businesses - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,All New Zealand businesses - Decreased,Percent,2,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,All New Zealand businesses - Decreased,Percent,1,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,All New Zealand businesses - Stayed the same,Percent,63,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,All New Zealand businesses - Stayed the same,Percent,64,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,All New Zealand businesses - Stayed the same,Percent,67,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,All New Zealand businesses - Stayed the same,Percent,37,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,All New Zealand businesses - Stayed the same,Percent,70,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,All New Zealand businesses - Stayed the same,Percent,68,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,All New Zealand businesses - Stayed the same,Percent,66,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,All New Zealand businesses - Increased,Percent,23,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,All New Zealand businesses - Increased,Percent,26,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,All New Zealand businesses - Increased,Percent,21,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,All New Zealand businesses - Increased,Percent,56,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,All New Zealand businesses - Increased,Percent,22,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,All New Zealand businesses - Increased,Percent,9,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,All New Zealand businesses - Increased,Percent,9,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over location of work,All New Zealand businesses - Don't know,Percent,14,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employee choice over hours of work,All New Zealand businesses - Don't know,Percent,8,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Training opportunities,All New Zealand businesses - Don't know,Percent,9,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Sick leave entitlements,All New Zealand businesses - Don't know,Percent,6,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Annual or discretionary leave entitlements,All New Zealand businesses - Don't know,Percent,7,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer subsidised benefits,All New Zealand businesses - Don't know,Percent,21,2022
Table 27,Changes to non-wage conditions during the last two financial years,By business type,Employer provided benefits,All New Zealand businesses - Don't know,Percent,23,2022
Table 28,Business finance requests,By business type,Maori authorities,Businesses who requested equity,Percent,7,2018
Table 28,Business finance requests,By business type,Maori authorities,Businesses who requested equity,Percent,4,2022
Table 28,Business finance requests,By business type,Maori authorities,Businesses who requested debt,Percent,19,2018
Table 28,Business finance requests,By business type,Maori authorities,Businesses who requested debt,Percent,20,2022
Table 28,Business finance requests,By business type,Maori authorities,Type of assets used for collateral - Business,Percent,35,2018
Table 28,Business finance requests,By business type,Maori authorities,Type of assets used for collateral - Business,Percent,35,2022
Table 28,Business finance requests,By business type,Maori authorities,Type of assets used for collateral - Personal,Percent,2,2018
Table 28,Business finance requests,By business type,Maori authorities,Type of assets used for collateral - Personal,Percent,1,2022
Table 28,Business finance requests,By business type,Other Maori enterprises,Businesses who requested equity,Percent,17,2018
Table 28,Business finance requests,By business type,Other Maori enterprises,Businesses who requested equity,Percent,13,2022
Table 28,Business finance requests,By business type,Other Maori enterprises,Businesses who requested debt,Percent,37,2018
Table 28,Business finance requests,By business type,Other Maori enterprises,Businesses who requested debt,Percent,34,2022
Table 28,Business finance requests,By business type,Other Maori enterprises,Type of assets used for collateral - Business,Percent,49,2018
Table 28,Business finance requests,By business type,Other Maori enterprises,Type of assets used for collateral - Business,Percent,47,2022
Table 28,Business finance requests,By business type,Other Maori enterprises,Type of assets used for collateral - Personal,Percent,32,2018
Table 28,Business finance requests,By business type,Other Maori enterprises,Type of assets used for collateral - Personal,Percent,28,2022
Table 28,Business finance requests,By business type,All New Zealand businesses,Businesses who requested equity,Percent,9,2018
Table 28,Business finance requests,By business type,All New Zealand businesses,Businesses who requested equity,Percent,11,2022
Table 28,Business finance requests,By business type,All New Zealand businesses,Businesses who requested debt,Percent,24,2018
Table 28,Business finance requests,By business type,All New Zealand businesses,Businesses who requested debt,Percent,24,2022
Table 28,Business finance requests,By business type,All New Zealand businesses,Type of assets used for collateral - Business,Percent,32,2018
Table 28,Business finance requests,By business type,All New Zealand businesses,Type of assets used for collateral - Business,Percent,28,2022
Table 28,Business finance requests,By business type,All New Zealand businesses,Type of assets used for collateral - Personal,Percent,25,2018
Table 28,Business finance requests,By business type,All New Zealand businesses,Type of assets used for collateral - Personal,Percent,22,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Under review,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Under review,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Fully received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Fully received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Partially received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - Partially received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - None received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' equity finance requests - None received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Under review,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Under review,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Fully received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Fully received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Partially received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - Partially received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - None received,Percent,S,2018
Table 29,Status of business finance requests,By business type,Maori authorities,Status of businesses' debt finance requests - None received,Percent,S,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Under review,Percent,7,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Under review,Percent,15,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Fully received,Percent,77,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Fully received,Percent,63,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Partially received,Percent,10,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - Partially received,Percent,11,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - None received,Percent,7,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' equity finance requests - None received,Percent,11,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Under review,Percent,2,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Under review,Percent,11,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Fully received,Percent,82,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Fully received,Percent,79,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Partially received,Percent,8,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - Partially received,Percent,7,2022
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - None received,Percent,8,2018
Table 29,Status of business finance requests,By business type,Other Maori enterprises,Status of businesses' debt finance requests - None received,Percent,4,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Under review,Percent,10,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Under review,Percent,10,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Fully received,Percent,69,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Fully received,Percent,62,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Partially received,Percent,17,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - Partially received,Percent,12,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - None received,Percent,5,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' equity finance requests - None received,Percent,10,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Under review,Percent,3,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Under review,Percent,7,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Fully received,Percent,85,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Fully received,Percent,81,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Partially received,Percent,6,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - Partially received,Percent,7,2022
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - None received,Percent,2,2018
Table 29,Status of business finance requests,By business type,All New Zealand businesses,Status of businesses' debt finance requests - None received,Percent,4,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Bank overdraft,Percent,27,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Bank overdraft,Percent,31,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Loan with term of less than 1 year,Percent,22,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Loan with term of less than 1 year,Percent,13,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Loan with term of more than 1 year,Percent,41,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Loan with term of more than 1 year,Percent,36,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Mortgage loan,Percent,10,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Mortgage loan,Percent,11,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Trade creditor or supplier,Percent,71,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Trade creditor or supplier,Percent,63,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Capital / financing lease and hire purchase agreement,Percent,29,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Capital / financing lease and hire purchase agreement,Percent,20,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Credit card,Percent,61,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Credit card,Percent,31,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Shareholders' current account,Percent,22,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Shareholders' current account,Percent,17,2022
Table 30,Outstanding debt by type,By business type,Maori authorities,Other,Percent,73,2018
Table 30,Outstanding debt by type,By business type,Maori authorities,Other,Percent,75,2022
